3.285728298777459977e-01,8.563710808866340507e-01
5.278513592117319853e-01,8.592664728885179848e-01
1.865827312960409989e-01,4.402383543459629789e-01
8.741040422587059711e-01,5.273565940977600341e-01
8.765142883184029454e-01,5.249085655634659897e-01
6.457574143207720496e-01,9.265766962470280491e-03
7.685409463794730112e-01,4.932395842575340028e-01
4.534601524103529790e-01,8.466540513367140086e-01
3.369098086732790209e-01,4.908936636569740108e-01
2.746586343066860225e-01,4.202063219966949981e-01
8.367926184795470013e-01,6.925030571080109665e-01
5.347341235765029621e-01,2.972520204412330003e-01
9.661064482516850127e-01,2.960893601362740157e-01
1.273170243451710038e-01,5.861072820854500431e-01
3.496720663913749916e-01,8.538567694809650055e-01
2.014265560762960039e-01,6.629837834671280516e-01
6.224760637510479838e-02,5.156002256109469828e-01
2.108746554815890129e-01,9.870848745646789713e-01
9.523166859129900130e-01,5.309486866538040140e-01
5.435239311606430146e-01,1.145712589348050064e-01
8.222960362273840085e-01,3.414526820737909807e-01
1.080093146075479932e-01,1.365961056541900032e-01
4.523163780369660047e-01,4.054313507275880135e-01
9.838004110904019495e-01,9.615164810284200225e-01
5.992401569262330030e-01,3.552020805597290165e-01
5.591663360206079458e-01,2.034455886418430060e-01
9.287329689159280477e-01,2.661774806264630144e-01
2.779327898867859914e-01,6.490264033737419558e-01
7.439313663760069861e-01,9.984484221214200428e-01
8.889366672599749997e-01,1.668360663412339906e-01
1.971945527612170013e-01,1.489436142369600091e-01
2.567579861328350144e-01,1.542370130110450044e-01
6.344749413823660422e-01,3.742105157429159723e-01
6.459623188729559651e-01,8.186586227568259932e-01
6.747837752136089939e-01,7.964465585640959633e-01
3.691520957331250186e-01,2.062274499050180121e-01
6.431396595996879961e-01,9.851212013048249450e-01
7.596575272825699665e-01,5.032807871064339800e-01
9.688436390200419468e-02,2.101620812339599909e-01
3.105062969931999817e-01,7.477693207500130113e-01
2.935873773491849970e-01,1.534190869975939897e-01
2.631739542207929827e-01,3.042974870042460256e-01
2.565096432243100244e-01,3.023700560977690133e-01
4.322253970088700270e-01,7.733535547417049738e-01
4.963076930120360365e-03,6.279115823215579706e-01
7.120957958924899467e-01,8.312261080695370064e-01
4.907857856392009999e-01,3.571293763403289856e-01
7.364246277898299775e-01,8.307889810132249586e-01
4.077139869687870233e-01,7.930135417072670112e-01
3.422142550446750087e-01,7.541103204498079693e-01
8.219348548940500487e-01,3.299658686998759860e-01
2.884616011557790127e-01,2.233840714294610119e-01
7.410638485415710353e-01,8.254476509432490117e-01
8.853619011833959718e-01,4.766417094281670264e-01
6.810740691219590026e-01,8.501812074002159658e-01
1.485033005786060012e-01,9.296366452235169664e-01
6.572221677761209691e-01,8.688145609531909563e-02
2.124135539959680075e-01,6.643397319064059392e-02
2.000247269817620119e-02,4.128436143507520084e-01
4.030180047214699801e-01,2.203839625017099957e-01
2.095786861377640087e-01,5.270536503645789628e-01
4.348071808728309895e-01,1.398924029164320126e-01
9.338862845445640160e-01,9.071084450157189671e-01
5.811505812912620000e-02,5.439272445670230161e-01
2.567838412562949979e-01,3.076134129078820223e-01
9.038777373989309583e-01,1.682436999918920095e-01
8.432194792324509969e-01,1.224998941244490047e-01
8.049968494048910239e-01,6.751702961482139997e-01
6.771789377315540204e-01,7.521760374927269899e-01
1.615507145036040038e-01,5.041648694597069547e-01
4.395032963590679853e-01,7.715750134900739576e-01
3.468188209477480188e-01,8.501669422610540483e-01
7.652526293182819739e-01,3.475034929051920018e-01
9.798402791856030136e-01,3.360738311992250149e-01
4.189499471446460066e-01,4.566513522004260195e-01
7.576828913513690145e-01,3.160939621127840105e-01
1.574195466077420169e-02,4.421414709114999952e-02
8.106758282830589524e-01,3.264922309607170003e-01
1.380605566797090122e-01,6.160170252067730390e-01
9.906894152875509452e-01,3.613111525452660233e-01
8.308308927536579569e-01,6.772195088725480039e-01
4.238288181897740259e-01,6.725430612893810167e-01
